x,y
408.8690412383961,662.7238124277419
407.70086789831396,664.5757982368373
407.18409987800294,653.1967901808765
406.64643289688496,645.2286936862678
405.98843161050104,646.4918375786921
405.1448618491587,650.9048686299143
404.1476425552037,651.6415255020744
403.5899425467155,650.758595664264
403.6626340511754,654.1924466955439
403.85714779969,656.4718539558796
404.8026646158488,651.9321634575035
405.47825372948864,644.1766700001765
405.6285717835699,650.3505642493354
405.85691342771975,662.0867628310293
406.8421059602009,664.8293161094473
407.7560208519093,661.907865080703
408.3310842159076,659.6310962112968
408.0848070435769,662.078340981247
407.10923841327656,665.7658354752868
406.6092010471284,660.7725331874393
407.3340036294886,649.3784629562183
407.48510362345394,647.2796681736043
407.6124795825451,650.5564882706977
407.2438812580238,651.6869309707747
406.5598682756737,649.7519357104322
406.38780224530376,652.0785758116933
407.1750338537022,656.194991110996
408.13906477275356,655.1941109543453
409.27250180185587,647.7097760643724
